Source:,http://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/Search Records.csv,,,,,,,,,,,,,,,,
Hazard ID,File ID,Archived Record Key,LUST Event ID,CS or LUST,Site Name,Address,City,Borough,State,Zip Code,Status,Staff,Landowner,Site Type,Latitude,Longitude,Horizontal Datum
383,107.38.022,198731X908327,,CSP,Eielson AFB (OU-3) (WP45) Photo Lab,Flightline Av/Division St,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.669137,-147.089914,
385,107.38.055,198731X908343,,CSP,Eielson AFB (OU-3)(SER-1) (SS61) Bldg 3213 ,Division St/Wabash Ave,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.669566,-147.082355,
388,107.38.025,198731X908351,,CSP,Eielson AFB (OU-4) (ST27) E-11,Fuel Storage Tank Area,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.654977,-147.042578,NAD27
392,107.38.018,198731X908359,,CSP,Eielson AFB (OU-4) (SS035) Asphalt Mix Area,Asphalt Mixing Area,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.664985,-147.082536,WGS84
429,2101.38.002.01,198821X132401,,CSP,JBER-Elmendorf OU2 ST041 4 Million Gal. Hill,Formerly in OU1 N. of 46th St. W. End of Airlifter Drive,Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.25119,-149.86332,WGS84
490,2601.38.020,1.98825E+12,,CSP,USCG Kodiak Site 10 Air Station,Cape Spencer Street,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
491,2601.38.016,1.98825E+12,,CSP,USCG Kodiak Site 03 Laundry,USCG Base Kodiak,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.732616,-152.503634,WGS84
492,2601.38.017,1.98825E+12,,CSP,USCG Kodiak Site 06B Nyman Penin FF,Nyman Peninsula,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
493,2601.38.018,1.98825E+12,,CSP,USCG Kodiak Site 07A Barrel Stor. 1,Former Kodiak Army/Navy Base,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
495,2601.38.021,1.98825E+12,,CSP,USCG Kodiak Site 11 Paint Storage,Former Kodiak Army/Navy Base,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
501,2601.38.105,198825X115055,,CSP,USCG Kodiak Fire Tr Z28-29 Site 5,Fire Training Area,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
502,2601.38.022,198825X115066,,CSP,USCG Kodiak Site 12 Drum Disposal,Buskin Lake,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
503,2569.38.018.03,198825X120201,,CSP,King Salmon AS GWZ 4 SS12U Upper Naknek,Upper Naknek Seep-Naknek River Storage Area,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.687778,-156.686667,NAD27
504,2569.38.018.02,198825X120203,,CSP,King Salmon AS GWZ 4 SS12L Lower Naknek,Lower Naknek Seep-Naknek River Storage Area,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.684167,-156.686667,NAD27
505,2569.38.019.01,198825X120204,,CSP,King Salmon AS GWZ 5 FT001 FTA 1 RAPCON,FT01 Fire Training Area 1,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.680278,-156.640556,NAD27
509,2542.38.018,198825X133701,,CSP,Dutch Hbr-Rocky Point Tank Hill,East Point Road,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.88696,-166.531155,WGS84
510,2542.38.018,198825X133702,,CSP,Dutch Hbr-Rocky Point Tanks 17-18,East Point Road,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.882905,-166.534989,WGS84
511,2569.38.015.03,198825X133703,,CSP,King Salmon AS GWZ 1 SS015 POL Tanks,SS15 POL AST Tanks 11-14 Silver Street,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.694444,-156.669167,NAD27
512,2542.38.018,198825X133704,,CSP,Dutch Hbr-Rocky Point Lower Tank,East Point Road,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.884729,-166.531523,WGS84
514,2542.38.019,198825X133706,,CSP,Dutch Hbr-Rocky Point Thermal Treat,East Point Road,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.887222,-166.534722,
517,2542.38.011,198825X133709,,CSP,Dutch Hbr-Aqua Fuel System #1,Airport Beach Road,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.894264,-166.538554,WGS84
519,2501.38.003.13,198825X906701,,CSP,Adak SWMU 17 Power Plant #3,OU A,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,Aleut Corporation,Military Installation - Base/Post/Other,51.870472,-176.659019,NAD83
527,2601.38.072,198825X915052,,CSP,USCG - Navy Landfill/Red Lk. Site 2,Anton Larson Bay Road,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.762643,-152.515663,WGS84
528,2601.38.026,198825X915072,,CSP,"USCG Kodiak Drury Gulch, Site 18",Rezanof Highway,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.744997,-152.503548,WGS84
530,2569.38.022.02,198825X920202,,CSP,King Salmon AS GWZ 2 Bioremediation Cells,Air Force Air Station,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.68861,-156.66119,NAD83
532,2569.38.015.02,198825X920204,,CSP,King Salmon AS GWZ 1 SS011 Eskimo Cr Seeps,SS11 Eskimo Creek Seeps,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.6925,-156.6625,NAD27
552,860.38.007,198831X107501,,CSP,Campion AFS RRS Pol Area ST007,AST Gravel Pad and Wetland Area; 12 Miles East of Galena,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,,Military Installation - Base/Post/Other,64.705556,-156.726389,NAD83
555,860.38.021,198831X127206,,CSP,Galena AFS/Airport - FT001 Fire Train. Area ,Galena Airport,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,ADOT&PF - Fairbanks,Military Installation - Base/Post/Other,64.7377,-156.9068,WGS84
556,310.38.013,198831X129102,,CSP,NARL - Powerhouse Fuel Spill,5.5 Miiles NE of Barrow,Barrow,North Slope,AK,99723,Open,John Carnahan,Ukpeagvik Inpupiat Corporation,Military Installation - Base/Post/Other,71.327565,-156.670721,WGS84
557,310.38.012,198831X129103,,CSP,NARL - Airstrip Fuel Spill,Near Airstrip,Barrow,North Slope,AK,99723,Open,John Carnahan,,Military Installation - Base/Post/Other,71.334802,-156.646531,WGS84
558,310.38.016,198831X129104,,CSP,NARL - Bulk Fuel Tank Farm,North Salt Lagoon,Barrow,North Slope,AK,99723,Open,John Carnahan,Ukpeagvik Inpupiat Corporation,Military Installation - Base/Post/Other,71.342103,-156.60961,WGS84
563,860.38.005,198831X927201,,CSP,Galena AFS/Airport - Sitewide,Galena Air Force Station,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,ADOT&PF - Fairbanks,Military Installation - Base/Post/Other,64.741389,-156.953333,NAD83
564,860.38.013,198831X927203,,CSP,Galena AFS/Airport - SS007  Perimeter Dike Drums,Surrounding Vicinity,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,ADOT&PF - Fairbanks,Military Installation - Base/Post/Other,64.73403,-156.949722,NAD83
566,310.38.008,198831X929101,,CSP,NARL - Naval Arctic Research Lab,5.5 Miles NE of Barrow,Barrow,North Slope,AK,99723,Open,John Carnahan,,Military Installation - Base/Post/Other,71.324903,-156.6791,WGS84
567,310.38.015,198831X929102,,CSP,NARL - Old Waste Disposal Area,0.5 Mile South of NARL,Barrow,North Slope,AK,99723,Open,John Carnahan,,Military Installation - Base/Post/Other,71.323243,-156.670508,WGS84
628,2101.38.006.06,198921X136401,,CSP,JBER-Elmendorf OU6 SD015 POL Disposal Site #2,Talley Avenue formerly D-16,Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.274444,-149.779167,
631,2101.38.005.01,198921X136407,,CSP,JBER-Elmendorf AFFF Seep OU5 ST037 Diesel Fuel Line,S. of Corps of Engineers Bldg. on 2nd St,Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,Alaska Railroad Corporation,Military Installation - Base/Post/Other,61.23416,-149.82725,
634,2101.38.004.10,198921X136411,,CSP,JBER-Elmendorf OU4 SD029 Bldg 16716 Hangar 15,Talley Avenue,Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.25829,-149.77856,
639,2101.38.006.05,198921X136417,,CSP,JBER-Elmendorf OU6 WP014 Sludge Disp. #1,46th St. near LF04,Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.25,-149.872778,
686,2501.38.003.01,198925X104101,,CSP,Adak SWMU 60 Tank Farm A,OU A,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,Aleut Corporation,Military Installation - Base/Post/Other,51.860708,-176.660375,NAD83
690,2569.38.021.04,198925X112401,,CSP,King Salmon AS GWZ 6 SS004 Generator Pad,aka SS04 Veh. Maintenance,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.727602,-157.015936,NAD83
691,2512.38.004,198925X131102,,CSP,Amchitka - Kiriloff Dock Area,North Constantine Harbor,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.40725,179.290667,WGS84
699,2501.38.003.14,198925X906701,,CSP,Adak SWMU 62 New Housing Fuel Leak,OU A,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,Aleut Corporation,Military Installation - Base/Post/Other,51.868506,-176.636356,NAD83
700,2569.38.021.05,198925X912401,,CSP,King Salmon AS GWZ 7 SS06 Lake Camp Wetld,Lake Camp Wetlands,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.727602,-157.015936,NAD83
704,2569.38.021.03,198925X912406,,CSP,King Salmon AS GWZ 7 DP003 and LF002,aka LF02 Construction Debris Landfill,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.727602,-157.015936,NAD83
705,2569.38.021.02,198925X912408,,CSP,King Salmon AS GWZ 6 Beach/Dock Area SS005,aka SS05 Generator Pad,King Salmon,Bristol Bay,AK,99613,Open,Linda (Qi) Liu,,Military Installation - Base/Post/Other,58.727602,-157.015936,NAD83
787,100.38.040,198931X902534,,CSP,Murphy Dome AFS - Fuel Storage & WAA #1 (SS07),Murphy Dome,Fairbanks,Fairbanks North Star,AK,99709,Open,Melinda Brunner,,Military Installation - Base/Post/Other,64.951944,-148.36,NAD83
811,475.38.020,1.98932E+12,,CSP,USCG Port Clarence Loran Station,Port Clarence,Brevig Mission,Nome,AK,99785,Open,Jamie McKellar,U.S.D.H.S. Coast Guard - Juneau,Military Installation - Base/Post/Other,65.26222,-166.84579,
866,141.38.039,198933X202502,,CSP,Gerstle River Test Site,~34 Mi. E. of Delta Jct.,Delta Junction,Southeast Fairbanks,AK,99737,Open,Darren Mulkey,,Military Installation - Base/Post/Other,63.792949,-145.035626,
869,300.38.188,198936X102501,,CSP,Juniper Creek Drill Site Fuel Dump,50 Miles SE of Deadhorse,Deadhorse,North Slope,AK,99734,Open,John Carnahan,Alaska Dept. of Natural Res. - Land,Military Installation - Base/Post/Other,69.547222,-147.483333,
940,2102.38.002.01,199021X204001,,CSP,JBER-Ft. Rich CG039 OUB Poleline Road Disposal Area,Poleline Rd. & Barrs Blvd FTRS-39,Fort Richardson (JBER),Anchorage,AK,99505,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.303633,-149.611156,WGS84
1047,2601.38.030,1.99025E+12,,CSP,USCG Kodiak Site 22,hkgf,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
1048,2601.38.031,1.99025E+12,,CSP,USCG Kodiak Site 23 Old Power Plant,Seafarer Drive,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.731911,-152.507067,WGS84
1049,2601.38.033,1.99025E+12,,CSP,USCG Kodiak Site 25 Various USTs,USCG Base Kodiak,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.728166,-152.512161,WGS84
1050,2601.38.034,1.99025E+12,,CSP,USCG Kodiak Site 26 Navy LF Pb,East of Anton Larsen Bay,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
1058,,199025X224806,,CSP,Great Sitkin OU 6 (munitions/explosives),Great Sitkin Island,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,52.003906,-176.09436,WGS84
1063,2580.38.003,199025X924801,,CSP,Great Sitkin OU 1 (bulk fuel oil systems),Great Sitkin Island,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,51.989954,-176.064148,WGS84
1064,2580.38.003,199025X924802,,CSP,Great Sitkin OU 2 (avgas fueling system),Great Sitkin Island,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,51.989954,-176.058655,WGS84
1065,,199025X924803,,CSP,Great Sitkin OU 3 (potential sources of PCBs),Great Sitkin Island,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,51.983189,-176.061401,WGS84
1066,,199025X924804,,CSP,Great Sitkin OU 4 (drum piles),Great Sitkin Island,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,51.992914,-176.075134,WGS84
1067,,199025X924805,,CSP,"Great Sitkin OU 5 (structures, debris piles, landfill)",Great Sitkin Island,Adak,Aleutian Islands,AK,99546,Open,Darren Mulkey,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,51.988686,-176.077538,WGS84
1114,108.38.071.05,199031X135401,,CSP,Fort Wainwright (OU-5) FTWW-094 West QFS,Between Front Street and,Fort Wainwright,Fairbanks North Star,AK,99703,Open,Dennis Shepard,US Army Directorate of Public Works,Military Installation - Base/Post/Other,64.841527,-147.624298,NAD83
1115,108.38.071.04,199031X221801,,CSP,Fort Wainwright (OU-5) FTWW-068 OB/OD,Open Burn/Open Detonation Area,Fort Wainwright,Fairbanks North Star,AK,99703,Open,Dennis Shepard,US Army Directorate of Public Works,Military Installation - Base/Post/Other,64.785742,-147.60872,WGS84
1125,108.38.069.02,199031X921804,,CSP,Fort Wainwright (OU-2) FTWW 072 Bldg. 1168,Trainor Gate Road,Fort Wainwright,Fairbanks North Star,AK,99703,Open,Dennis Shepard,US Army Directorate of Public Works,Military Installation - Base/Post/Other,64.84414,-147.65856,
1148,400.38.001G,199032X121507,,CSP,"Nome ADOT&PF Yard Site ""J"" / DERP/5",Nome,Nome,Nome,AK,99762,Open,Dennis Shepard,,Military Installation - Base/Post/Other,64.536116,-165.400682,WGS84
1150,400.38.001I,199032X221501,,CSP,"Nome Field Site ""R"" /DERP/ Site 3 O",Center Creek Road (near),Nome,Nome,AK,99762,Open,Dennis Shepard,Alaska Gold Company - Nome,Military Installation - Base/Post/Other,64.525861,-165.411022,
1154,400.38.001L,199032X921502,,CSP,"Nome Tank Site ""E"" / DERP/ Site 6","N of Nome, near Nome-Beltz School",Nome,Nome,AK,99762,Open,Dennis Shepard,Alaska Gold Company - Nome,Military Installation - Base/Post/Other,64.548537,-165.399412,WGS84
1163,141.38.005,199033X106403,,CSP,Fort Greely Bldg 320 BRAC 72,Mid-Post,Fort Greely,Fort Greely Military,AK,99731,Open,Melinda Brunner,US Army Greely Garrison,Military Installation - Base/Post/Other,63.981286,-145.721556,WGS84
1165,141.38.004,199033X121301,,CSP,Fort Greely Texas Tower Bldg T-1601,Cold Regions Test Center,Fort Greely,Fort Greely Military,AK,99731,Open,Melinda Brunner,US Army Greely Garrison,Military Installation - Base/Post/Other,63.840402,-145.912098,WGS84
1166,141.38.028,199033X930601,,CSP,Fort Greely Texas Condo Office Cmpl,11 Miles S. of Ft. Greely,Fort Greely,Fort Greely Military,AK,99731,Open,Melinda Brunner,US Army Greely Garrison,Military Installation - Base/Post/Other,63.816538,-145.877629,WGS84
1182,1506.38.001,1.99111E+12,,CSP,Excursion Inlet Drum Site,Excursion Inlet,Gustavus,Skagway Yakutat Ango,AK,99826,Open,Kim DeRuyter,,Military Installation - Base/Post/Other,58.421389,-135.4367,
1184,1516.38.011,1.99113E+12,,CSP,USCG Ketchikan Base,1 Mile South Tongass Hwy.,Ketchikan,Ketchikan Gateway,AK,99901,Open,Anne Marie Palmieri,U.S.D.H.S. Coast Guard - Ketchikan,Military Installation - Base/Post/Other,55.332447,-131.624725,NAD83
1231,2101.38.064,199121X025902,,CSP,JBER-Elmendorf AFFF Area #16 SS117 Bldg 6210,Arctic Warrior Drive Service Stn AAFES (former bldg 21-876),Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.236847,-149.846597,WGS84
1235,2101.26.062,199121X106002,,CSP,JBER-Elmendorf ST036 Bldg 27369,43rd Street,Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.283113,-149.82527,WGS84
1237,2101.38.085,199121X111701,,CSP,JBER-Elmendorf ST048 Bldg 11490,"N-S Apron, East Side of Slammer Ave",Elmendorf AFB (JBER),Anchorage,AK,99506,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.246351,-149.802378,WGS84
1239,2102.26.028,199121X125903,,CSP,JBER-Ft. Rich TU101 Bldg 28008 USTs USTA 2 Party,N. of Moose Run Golf Course Arctic Valley Rd. CC-FTRS-01,Fort Richardson (JBER),Anchorage,AK,99505,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,61.227554,-149.650119,WGS84
1314,2114.38.011,199124X927701,,CSP,Defense Fuel Support Point Whittier,End of West Camp Road,Whittier,Valdez Cordova,AK,99693,Open,Louis Howard,U.S. Air Force,Military Installation - Base/Post/Other,60.7789,-148.724158,NAD83
1324,2601.38.064,1.99125E+12,,CSP,USCG Kodiak Upper Government Hill,Upper Government Hill,Kodiak,Kodiak Island,AK,99619,Open,Curtis Dunkin,U.S.D.H.S. Coast Guard - Kodiak,Military Installation - Base/Post/Other,57.789227,-152.409284,NAD83
1331,2512.38.004,199125X115201,,CSP,Amchitka - Navy,Amchitka Island,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.367,179.242333,
1332,2512.38.001,199125X115202,,CSP,Amchitka - COE,Amchitka Island,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.366944,179.241667,
1333,2512.38.001,199125X116602,,CSP,Amchitka - Kiriloff Point Seeps,"Fox Runway, 1000' North",Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.416667,179.283333,WGS84
1349,2542.38.014,199125X130601,,CSP,Dutch Hbr-Mt. Ballyhoo 01,Mount Ballyhoo Road,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.908333,-166.518056,
1350,2542.38.016,199125X130602,,CSP,Dutch Hbr-Pre WW II Tank Farm,Amaknak Island - Near,Unalaska,Aleutian Islands,AK,99685,Open,Linda (Qi) Liu,Ounalashka Corporation - Unalaska,Military Installation - Base/Post/Other,53.891604,-166.537916,WGS84
1364,2512.38.001.01,199125X216301,,CSP,Amchitka - Napalm Disposal Area,Approx. 1/2 mi. East of,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.396537,179.324968,WGS84
1365,2512.38.001.01,199125X216302,,CSP,Amchitka - South Bight Quarry,Amchitka,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.378903,179.394738,WGS84
1366,2512.38.001.01,199125X216303,,CSP,Amchitka - Mile 7 Disposal Site,Amchitka,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.459194,179.161334,WGS84
1367,2512.38.001.01,199125X216304,,CSP,Amchitka - Bird Cape,Amchitka,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.657405,178.654536,WGS84
1368,2512.38.001.01,199125X216601,,CSP,Amchitka - St. Makarius Bay Landfil,End of Bannon Road,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.383333,179.233333,
1374,890.38.014,1.99131E+12,,CSP,FAA Bettles Living Quarters AST Tank Farm,Bettles Airport,Bettles,Yukon Koyukuk,AK,99726,Open,John O'Brien,,Military Installation - Base/Post/Other,66.917222,-151.517778,
1415,860.38.020,199131X104601,,CSP,Galena AFS/Airport - ST009  JP4 Fillstands,Main Base Triangle,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,ADOT&PF - Fairbanks,Military Installation - Base/Post/Other,64.7394,-156.9562,WGS84
1416,860.38.002,199131X109301,,CSP,Galena AFS/Airport - CG001/CG002 MGH/MSA,West Side of Main Airport,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,ADOT&PF - Fairbanks,Military Installation - Base/Post/Other,64.740368,-156.960706,WGS84
1418,860.26.002,199131X910501,,CSP,Galena AFS/Airport - TU001 Power Plant Tank 49,Behind Power Plant,Galena,Yukon Koyukuk,AK,99741,Open,Dennis Shepard,ADOT&PF - Fairbanks,Military Installation - Base/Post/Other,64.740721,-156.957595,WGS84
1429,141.38.002,199133X933801,,CSP,Fort Greely Former Fire Training Area BRAC 85S,Near E. End Allen Airfld.,Fort Greely,Fort Greely Military,AK,99731,Open,Melinda Brunner,US Army Greely Garrison,Military Installation - Base/Post/Other,63.988452,-145.705532,WGS84
1485,2102.26.032,199221X022563,,CSP,JBER-Ft. Rich Bldg 36012 Central Heat Power Plant,Arctic Valley Road & 1st Street FTRS-55,Fort Richardson (JBER),Anchorage,AK,99505,Open,Louis Howard,,Military Installation - Base/Post/Other,61.24657,-149.70585,
1582,2601.38.101,199225X118301,,CSP,Kodiak - Buskin Beach Asphalt DA,South of Buskin Hill,Kodiak,Kodiak Island,AK,99616,Open,Curtis Dunkin,"Natives of Kodiak, Incorporated",Military Installation - Base/Post/Other,57.7636,-152.47604,NAD83
1583,2512.38.001,199225X119701,,CSP,Amchitka - Top Camp,Mile 28 Infantry Road,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.6,178.85,
1584,2512.38.002.01,199225X121101,,CSP,Amchitka - DOE - Mud Pits,Base Camp,Amchitka,Aleutian Islands,AK,99546,Open,Wendy Hansen,U.S.D.I. Fish & Wildlife Ser.-AMNWR,Military Installation - Base/Post/Other,51.37811,-179.28679,NAD83
1649,475.38.008,1.99231E+12,,CSP,Project Chariot,6 Mi. SE of Cape Thompson,Point Hope,North Slope,AK,99766,Open,Jessica Morris,U.S.D.I. Fish & Wildlife Ser.-Anch,Military Installation - Base/Post/Other,68.103611,-165.736111,
1651,107.26.006,199231X006602,,CSP,Eielson AFB Hangar (SO504) Bldg 1344 Area #2,Building 1344 Area #2,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.650986,-147.060183,NAD83
1658,107.26.008,199231X029403,,CSP,Eielson AFB (CG505) Bldg 6128 T-133 R,"2258 Central Ave, Suite 1",Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.734265,-147.038216,NAD83
1661,107.26.012,199231X034901,,LUST,Eielson AFB (SO503) Bldg 1307 Tank 44,Bldg. 1307,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.65067,-147.05392,WGS84
1677,108.38.037,199231X131002,,CSP,"Fort Wainwright (2P) Bldg. 5110, Site 7 FTWW-085",Adjac. to Artillery Range,Fort Wainwright,Fairbanks North Star,AK,99703,Open,Dennis Shepard,US Army Directorate of Public Works,Military Installation - Base/Post/Other,64.802022,-147.615333,
1684,107.38.096,199231X919701,,CSP,Eielson AFB (SS515) Chena Research Annex Bldg 500,14 Mile Transmitter Road,Eielson AFB,Fairbanks North Star,AK,99702,Open,Monte Garroutte,,Military Installation - Base/Post/Other,64.830996,-146.974997,
1685,108.38.002.04,199231X927401,,CSP,Fort Wainwright (OU-3) Birch Hill Tank Farm FTWW-055,North End of CANOL Road,Fort Wainwright,Fairbanks North Star,AK,99703,Open,Dennis Shepard,US Army Directorate of Public Works,Military Installation - Base/Post/Other,64.86209,-147.65716,
